Labour/sq.yard,Pressure ,cost,Load bearing capacity,Quantity,Efficiency
4,30,290,59,48,46.512
10,78,208,58,43,43.613
7,87,583,35,45,79.51
14,53,552,128,34,83.846
10,62,187,24,30,33.669
11,53,223,12,21,33.72
13,89,113,57,36,34.601
7,61,165,97,49,42.812
6,62,185,72,28,39.109
4,99,113,64,44,36.812999999999995
7,91,71,118,13,35.244
15,123,119,35,12,33.614999999999995
3,115,507,80,48,80.92900000000002
5,101,404,28,16,58.513999999999996
13,29,416,65,11,56.309000000000005
5,119,508,75,47,80.905
7,51,111,114,36,36.861
11,62,156,120,35,43.703
9,74,348,36,33,53.149
5,46,432,16,13,53.045
8,77,68,36,22,23.818
12,13,57,93,47,26.028000000000002
14,18,196,63,33,35.261
4,120,132,127,41,49.001
3,92,371,44,45,59.488
9,37,555,108,19,77.458
6,82,484,73,29,71.877
8,49,117,92,26,33.275
6,81,194,84,15,42.235
3,30,476,70,15,62.711
6,82,503,65,19,71.566
11,111,231,119,40,57.427
3,57,168,20,44,31.686000000000003
13,90,261,63,23,48.898
10,26,227,13,13,30.080000000000005
3,14,529,103,22,71.33099999999999
15,76,197,40,30,38.833000000000006
7,52,424,90,46,66.66000000000001
4,72,516,17,20,65.418
15,48,207,60,36,39.909
12,111,115,126,24,44.807
4,116,279,81,39,57.166000000000004
7,27,185,35,45,32.352000000000004
3,83,403,90,47,67.894
3,93,542,117,37,85.41300000000003
5,117,295,43,13,50.95399999999999
9,93,171,63,31,40.748
9,89,408,57,14,61.418000000000006
9,117,251,57,30,50.713
5,99,99,104,37,39.856
4,34,335,27,20,44.029
6,112,137,20,39,34.61
7,52,351,31,43,51.26
11,35,543,10,27,64.40599999999999
15,72,528,88,11,75.779
14,63,596,123,50,90.70400000000001
8,12,62,69,42,22.342
3,60,530,71,16,71.894
3,76,59,59,16,24.619000000000003
13,46,168,72,39,37.475
9,96,102,37,47,32.65100000000001
10,47,588,71,37,79.37300000000002
9,123,397,44,36,65.179
3,11,241,13,23,30.314
8,54,574,42,11,71.72699999999999
10,33,452,41,33,59.637
5,114,535,20,27,73.52199999999999
10,11,542,82,50,73.528
5,75,89,41,39,28.11
6,116,500,52,23,73.99300000000001
5,67,164,48,37,35.429
7,123,309,86,22,59.90500000000001
7,69,515,10,38,66.471
12,98,182,103,40,48.98
5,21,580,14,28,66.61800000000001
10,107,100,64,27,34.945
5,127,126,88,46,44.822
12,15,349,58,49,51.44
12,124,422,105,15,73.521
12,109,237,31,22,44.309000000000005
3,20,385,38,42,51.413000000000004
14,26,289,95,16,47.71900000000001
6,96,407,107,41,71.572
9,68,450,130,12,72.476
14,87,176,82,40,44.547999999999995
14,122,340,100,21,65.251
10,85,481,43,13,66.47800000000001
10,61,195,41,44,38.236999999999995
11,41,262,78,25,45.32300000000001
15,120,577,126,31,93.61599999999999
11,81,586,78,19,81.973
15,59,370,86,50,62.694
9,18,276,42,44,41.47
6,114,210,61,47,48.497
13,116,370,43,41,62.46500000000001
13,41,309,62,15,46.980000000000004
8,101,482,113,19,78.069
12,105,319,31,22,52.127
10,116,179,83,20,45.605000000000004
5,90,460,75,46,72.574
3,75,272,42,44,47.138
7,77,57,43,25,23.884
9,115,268,56,22,51.11600000000001
10,15,439,79,28,60.58100000000001
7,90,427,98,23,69.67399999999999
6,117,485,46,28,72.409
4,48,361,113,11,58.388000000000005
9,25,373,30,49,51.114000000000004
5,130,304,11,30,51.234
9,75,82,73,12,28.710000000000004
15,37,216,128,41,48.977
8,53,422,27,32,56.808
6,98,59,13,44,24.793000000000003
13,56,541,102,22,78.185
3,127,97,63,28,36.321
12,54,186,58,37,38.073
15,15,470,85,23,64.347
14,41,156,48,36,32.296
4,48,264,71,39,46.463
4,124,547,44,50,81.66100000000002
3,118,278,82,36,56.98
14,33,261,37,33,40.186
4,49,243,33,28,38.209
8,29,225,58,18,36.49100000000001
10,40,412,94,21,61.871
14,117,421,90,26,72.14699999999999
15,81,384,55,46,62.15400000000001
12,44,571,105,44,82.74100000000001
4,38,270,82,47,48.29100000000001
13,107,253,102,11,53.704
15,46,396,87,47,63.58500000000001
7,11,462,120,41,69.04700000000001
3,49,356,85,12,54.388000000000005
6,99,97,38,47,32.354
10,27,96,89,46,30.772000000000002
11,36,188,76,44,39.269999999999996
14,101,558,127,15,87.629
3,62,147,23,33,29.226
10,48,595,60,49,80.194
5,57,176,99,15,39.492999999999995
15,25,473,124,49,73.974
6,106,445,37,16,64.495
7,68,308,106,16,55.31
10,44,526,24,47,67.843
15,10,234,122,15,43.788999999999994
10,110,331,13,26,51.87500000000001
5,70,81,129,19,35.782000000000004
3,79,549,63,28,76.405
14,64,558,52,33,75.72900000000001
14,18,297,36,31,41.714000000000006
7,44,501,130,35,77.40000000000002
5,110,78,48,16,29.232000000000003
6,96,150,67,11,36.845
11,61,475,124,43,77.278
13,54,169,72,49,39.694
7,19,490,32,32,60.29200000000001
7,114,353,37,19,56.57800000000001
7,87,465,24,27,64.02
10,34,375,78,50,58.809
7,72,245,36,27,41.620000000000005
8,13,199,112,19,39.148
6,16,592,75,16,73.842
14,54,355,89,12,56.377
10,95,87,104,39,38.868
9,32,172,124,22,40.632
11,118,225,23,29,43.84400000000001
7,44,140,110,18,36.31600000000001
15,58,284,28,39,45.043
10,34,498,19,31,61.301
12,81,296,21,22,45.72
10,56,354,80,41,58.429
5,113,284,85,24,56.148
8,21,173,21,17,25.382
3,82,205,106,47,49.86
13,106,220,104,25,52.181000000000004
7,113,352,80,17,61.712999999999994
15,92,98,33,25,29.185000000000002
10,82,93,122,24,38.521
4,119,362,55,38,62.398
4,35,209,40,50,36.679
4,93,174,109,26,45.986000000000004
8,102,120,100,32,41.480000000000004
13,127,354,42,12,58.544000000000004
13,125,203,38,41,45.992
7,32,276,12,27,36.99100000000001
6,58,168,75,42,38.984
8,51,360,70,25,55.071000000000005
14,119,130,72,25,40.529
3,80,586,113,21,85.925
15,22,592,15,22,68.262
14,55,402,51,39,59.513000000000005
11,73,108,37,14,26.842000000000002
12,90,511,129,45,85.25600000000001
9,124,490,55,40,76.59400000000001
11,32,562,102,13,76.271
8,26,160,56,38,31.698
15,83,427,114,17,70.94800000000001
14,19,268,81,24,43.918000000000006
6,81,270,130,16,56.010000000000005
3,41,481,99,44,71.71300000000001
14,27,514,35,38,65.378
9,18,288,68,48,46.538
5,93,406,93,32,68.142
10,102,184,108,43,50.473
6,13,587,116,18,78.557
9,58,356,86,28,58.006
10,73,355,59,45,58.248000000000005
5,104,72,38,21,27.225
6,95,585,23,33,77.56200000000001
6,29,356,86,16,52.944
6,116,118,34,42,35.332
8,116,349,112,11,65.29400000000001
15,118,474,93,45,80.35700000000001
9,116,194,41,22,41.808
11,73,59,68,35,28.422
14,115,191,16,41,40.849999999999994
15,52,566,110,27,82.06099999999999
4,20,435,45,49,58.29600000000001
15,71,267,98,35,53.458000000000006
4,112,571,85,40,86.83300000000001
12,72,334,10,49,50.297
12,102,507,33,46,73.88300000000001
15,45,259,106,46,51.983000000000004
7,20,539,58,15,66.714
10,25,308,113,40,54.358
7,96,223,31,14,39.985
15,16,98,16,46,20.658
3,126,65,30,22,27.968999999999998
6,65,62,101,37,31.875
11,92,247,63,50,50.748999999999995
7,76,199,15,14,33.161
5,38,525,105,28,74.86500000000001
11,110,411,126,40,76.40100000000001
14,49,141,72,26,33.639
9,101,447,114,23,75.23
7,38,195,107,12,40.071
8,26,285,80,28,46.253
14,12,518,65,26,66.51400000000001
4,111,245,47,49,49.922
8,125,93,31,19,30.904
15,57,281,62,17,46.426
11,32,114,82,47,32.469
8,24,266,109,49,50.37100000000001
12,95,588,75,23,83.975
15,62,211,47,25,38.938
12,22,114,15,15,18.881
8,123,245,47,23,48.580000000000005
15,63,237,80,34,47.041
3,21,511,45,18,62.30900000000001
14,67,282,18,25,42.829
6,14,140,14,34,22.17
6,72,428,118,42,72.45800000000001
8,84,141,28,22,30.963
5,57,437,34,35,59.784
7,29,524,27,40,65.188
14,101,157,94,37,45.456
14,61,577,104,15,81.91799999999999
12,86,74,20,16,23.034000000000002
3,111,481,115,12,78.105
9,74,484,42,40,68.498
5,32,193,22,49,32.346000000000004
6,114,100,105,33,41.441
7,104,595,67,40,86.259
13,124,300,33,26,53.238
14,12,211,34,36,32.667
12,15,514,43,37,64.727
4,16,287,46,37,41.586000000000006
10,32,465,97,32,67.995
15,101,474,92,33,76.827
7,19,511,13,50,62.08500000000001
14,109,314,77,43,60.745
12,108,360,36,21,57.147000000000006
12,76,521,125,14,80.43299999999999
4,48,572,111,45,83.485
7,107,550,86,22,82.39000000000001
10,97,518,62,29,75.981
4,109,167,57,43,42.398
3,68,379,114,30,64.827
6,92,92,82,39,35.805
6,108,144,80,15,39.797
10,48,201,115,27,44.932
15,63,430,13,34,57.824
12,92,304,22,14,46.982
5,102,411,26,48,62.885000000000005
11,112,158,18,30,35.85
15,37,465,94,16,66.731
10,119,357,22,41,58.5
15,101,413,91,44,71.84500000000001
8,38,362,115,25,59.61500000000001
3,10,189,130,18,39.56100000000001
13,120,552,16,15,74.707
14,99,58,84,29,32.973
5,38,113,85,22,29.939
14,44,397,56,39,58.382
7,107,93,112,35,41.160000000000004
11,13,55,64,20,18.753
8,36,480,10,40,59.436
10,34,402,62,39,58.147000000000006
12,28,319,122,38,56.929
5,93,531,22,26,70.823
13,125,396,92,32,71.434
7,122,146,129,45,51.653
12,20,92,87,22,26.62
6,27,363,37,49,50.976
5,35,513,28,49,65.794
14,118,106,92,14,39.28
7,36,518,78,15,69.049
12,85,350,113,28,64.312
6,96,591,89,20,85.31700000000001
15,22,66,89,13,23.685000000000002
5,13,425,60,45,58.038000000000004
5,126,277,48,32,53.091
12,21,304,103,50,53.56
3,90,55,111,20,33.075
3,114,518,98,14,80.218
4,29,522,26,27,63.039
11,118,199,12,19,38.598000000000006
12,17,129,44,45,27.156000000000002
7,31,191,35,26,31.161
14,82,358,40,40,56.89
10,57,79,10,17,18.814
6,78,282,111,13,54.047000000000004
4,119,551,109,12,85.413
10,47,154,13,37,27.999
9,77,507,123,28,80.27099999999999
10,33,88,13,36,19.59
5,36,435,59,14,57.897
4,91,438,69,13,65.67099999999999
6,50,173,108,43,42.97
9,109,223,60,38,48.299
11,56,415,99,18,64.413
5,90,68,10,43,24.175000000000004
3,56,494,31,41,65.569
11,43,364,95,50,61.042
8,119,437,129,26,78.52499999999999
14,96,88,81,38,36.336
9,14,59,91,21,22.721999999999998
15,50,219,77,47,44.872
6,108,446,43,46,69.17800000000001
9,103,192,84,26,46.16400000000001
3,118,561,63,32,82.61699999999999
14,47,280,16,45,42.427
8,71,421,64,23,62.534000000000006
13,25,350,42,19,47.141000000000005
15,115,294,67,38,57.616
5,106,177,16,37,37.106
12,106,252,62,48,52.60000000000001
3,106,514,10,32,69.588
13,51,190,35,32,34.634
12,123,311,29,38,55.051
3,117,231,82,27,51.046
11,127,305,74,15,57.932
6,64,402,116,46,69.12
5,84,370,25,37,55.217000000000006
13,99,411,34,28,61.91700000000001
7,19,324,23,28,41.88000000000001
7,25,523,41,32,65.491
3,69,423,70,18,62.23900000000001
8,25,547,116,42,78.94500000000001
11,81,313,28,32,49.447
12,76,416,126,31,71.981
12,114,294,26,31,51.06700000000001
6,114,206,18,24,39.766
4,45,153,55,23,30.92
6,64,123,97,45,38.352
12,117,322,92,18,61.27600000000001
4,63,199,65,25,39.19200000000001
7,47,269,110,44,52.787
11,43,466,61,13,62.521
9,69,306,17,50,47.879999999999995
3,108,364,52,47,61.915000000000006
9,123,378,88,39,69.33700000000002
11,23,112,99,23,30.577000000000005
3,90,369,98,19,62.98000000000001
14,39,468,20,20,58.032000000000004
13,20,582,32,17,68.455
12,30,564,38,12,67.89200000000001
13,127,427,110,14,74.995
9,65,476,105,50,76.02600000000001
10,31,65,10,45,17.716
14,58,134,65,48,35.684
8,48,457,91,22,66.893
3,77,584,64,30,80.076
11,89,508,35,21,69.67099999999999
11,47,314,47,20,46.64600000000001
12,121,401,33,30,63.477000000000004
9,59,578,106,26,82.906
7,66,564,90,43,82.06700000000001
15,125,546,126,41,92.255
11,95,525,110,22,81.953
8,30,560,67,29,72.92099999999999
11,52,593,127,35,87.59000000000002
7,116,62,22,35,27.373
10,115,548,71,44,84.05400000000002
3,128,290,55,32,55.366
4,44,570,37,15,69.62899999999999
13,52,380,84,24,59.358000000000004
5,117,554,57,37,81.789
8,48,516,55,38,70.07600000000002
13,85,434,28,43,63.621
15,66,150,54,26,34.269999999999996
6,115,495,38,25,71.78999999999999
13,124,288,37,12,50.88
11,114,66,88,44,37.556000000000004
10,44,378,78,23,57.059000000000005
5,62,103,127,12,35.983000000000004
9,114,534,58,49,81.33900000000001
5,35,97,53,27,24.410000000000004
12,17,564,63,40,72.96600000000001
15,15,509,45,33,64.27600000000001
6,53,149,128,32,42.185
11,109,476,84,18,74.77199999999999
15,61,291,99,27,53.9
13,87,254,65,16,47.269999999999996
13,126,536,70,50,84.972
7,20,139,124,31,36.798
3,77,513,96,30,77.065
9,68,352,47,42,55.358
8,71,531,50,11,70.396
13,111,360,54,19,59.687000000000005
11,42,354,105,18,57.40800000000001
7,60,598,45,37,78.241
12,92,299,77,18,54.103
3,67,122,48,36,30.887999999999998
5,90,108,41,15,28.913
12,37,404,42,13,53.183
10,64,584,48,16,75.452
7,20,211,117,17,41.494
15,98,218,77,43,49.863
6,81,366,50,19,55.663000000000004
3,80,261,22,14,40.437
5,107,409,116,25,72.226
8,28,153,29,38,27.713
12,68,569,102,42,84.69500000000001
10,37,475,46,49,64.97800000000001
7,112,527,17,18,71.201
8,121,312,21,43,54.114999999999995
13,18,274,33,38,39.744
12,104,542,34,40,77.06600000000002
8,113,113,127,41,46.63
8,59,599,13,38,74.275
9,66,297,18,32,44.61100000000001
7,94,102,126,49,44.047
9,108,192,103,47,51.71300000000001
11,116,58,103,43,38.811
9,97,464,62,36,71.27000000000001
11,14,426,73,29,58.581
10,46,73,51,27,23.452
13,54,572,108,14,80.912
5,111,114,50,13,32.887
15,43,237,35,28,38.157000000000004
13,108,149,121,32,48.285000000000004
6,56,574,93,41,81.97900000000001
7,76,280,70,34,50.872
5,56,418,37,32,57.782000000000004
7,36,482,96,45,71.32300000000001
12,58,438,114,43,71.983
3,122,147,70,24,41.225
4,98,450,108,20,73.598
13,60,99,35,31,26.368
7,32,418,47,39,57.311
12,24,152,57,26,29.720000000000002
3,95,544,90,42,82.93200000000002
10,76,494,53,42,71.498
13,108,488,73,14,74.142
3,91,130,58,46,36.97
6,75,587,100,13,83.07400000000001
9,25,282,33,36,40.766
15,59,254,126,19,52.489
3,55,124,79,12,30.872
5,33,517,76,13,67.922
10,111,547,124,27,88.35600000000001
8,53,579,100,34,82.393
11,81,500,56,38,72.688
8,108,581,45,41,82.658
14,72,581,60,38,80.61500000000001
9,80,176,39,44,38.172
4,95,309,48,14,50.495000000000005
11,25,536,27,40,66.296
3,49,515,101,21,73.598
3,23,273,43,44,41.336999999999996
11,96,129,106,40,43.695
13,22,449,72,46,63.905
8,63,369,47,25,54.382000000000005
4,44,475,76,49,69.15
6,74,546,60,27,75.28299999999999
9,71,233,62,13,42.186
10,118,117,39,21,33.974000000000004
14,102,585,13,25,76.842
4,117,422,74,41,71.05300000000001
3,10,380,10,34,45.156
14,30,58,15,48,18.26
8,37,573,119,19,80.616
7,48,417,62,20,58.75500000000001
7,23,258,67,12,39.494
5,56,365,120,50,65.361
9,100,402,90,12,66.14
4,68,63,108,20,31.031000000000002
10,103,289,11,16,45.37100000000001
6,41,261,117,37,51.27
9,50,495,130,47,79.09800000000001
4,72,100,69,26,30.876000000000005
11,13,126,34,33,23.570999999999998
7,94,103,130,29,42.288000000000004
6,79,600,126,15,88.469
3,43,425,99,24,63.90900000000001
15,11,477,122,39,71.304
14,110,79,87,34,37.355
4,73,251,75,49,49.760000000000005
6,103,413,34,31,62.31
10,122,260,26,36,48.976000000000006
13,106,370,121,50,72.516
15,116,356,30,20,57.042
10,23,281,50,12,39.876999999999995
3,113,520,88,25,80.31299999999999
3,77,341,107,24,60.409
4,52,353,56,31,53.01400000000001
9,44,148,103,45,39.607
15,82,392,42,20,58.29400000000001
9,22,451,28,30,56.123000000000005
9,70,460,110,39,74.331
7,108,298,97,41,60.745
12,78,192,26,47,38.49300000000001
6,68,201,32,15,34.674
8,40,204,81,33,40.421
6,44,115,101,46,35.863
5,58,418,86,33,64.503
13,92,340,36,27,54.075
8,56,263,95,19,48.39000000000001
8,41,137,18,12,23.081000000000003
12,80,595,99,24,86.18100000000001
7,59,86,107,19,32.331
4,118,294,45,32,53.400000000000006
12,97,294,17,25,47.211000000000006
8,128,452,34,21,68.139
8,83,349,10,26,49.991
10,46,427,88,15,62.587999999999994
12,29,113,79,15,27.912000000000003
13,122,133,55,16,37.809
10,47,395,53,40,57.897
9,93,504,59,36,74.456
9,22,542,18,37,64.84700000000001
14,60,564,72,46,80.01800000000001
10,92,233,70,28,47.537000000000006
13,114,91,78,38,38.247
10,83,417,67,21,63.854000000000006
8,34,255,30,15,36.104
11,82,322,41,18,50.49600000000001
13,115,362,64,39,64.033
7,113,431,108,28,74.641
15,21,403,70,34,57.635000000000005
4,32,264,69,31,43.395
7,49,147,77,49,37.001999999999995
9,79,175,118,23,45.726000000000006
4,129,251,63,37,53.268
3,86,220,26,41,40.725
8,96,149,81,26,40.529
13,19,237,61,25,38.216
6,85,298,44,15,48.003
10,51,493,42,41,66.94800000000001
5,25,516,69,48,70.14800000000001
12,119,578,67,40,86.73200000000001
4,46,181,90,35,39.842000000000006
11,123,507,13,33,72.082
8,58,507,55,32,69.613
5,89,555,33,25,74.09400000000001
6,21,337,52,32,47.580999999999996
15,113,498,36,33,73.363
9,82,224,81,45,48.831
11,76,243,67,22,45.67700000000001
6,60,238,89,36,47.392
8,68,421,129,36,72.183
9,84,110,18,33,27.931
4,104,560,61,36,81.19800000000002
10,101,572,13,43,77.19500000000001
7,124,372,80,20,65.366
11,48,500,10,40,63.117999999999995
15,73,539,120,45,85.212
15,59,210,86,43,45.701
11,84,499,81,49,77.49400000000001
14,41,379,100,43,62.412
7,43,310,128,34,57.614000000000004
11,124,174,16,18,37.17
11,56,479,90,33,71.49200000000002
13,119,268,44,49,53.593
11,92,557,110,41,87.09800000000001
12,112,179,117,41,52.24
3,110,217,14,38,41.289
9,106,266,62,11,49.34100000000001
10,124,289,13,30,49.733000000000004
4,52,599,59,26,77.655
3,79,307,52,48,52.913
10,47,312,26,40,46.004000000000005
12,100,487,18,48,69.91900000000001
3,92,531,26,38,72.47500000000001
8,69,281,12,42,43.663000000000004
8,16,572,112,43,80.025
11,51,528,25,14,65.15
8,58,448,97,13,66.85300000000001
8,76,63,88,43,32.456
10,112,431,37,11,63.54200000000001
15,55,402,15,13,51.829
5,72,170,17,22,30.8
9,75,296,50,48,51.61800000000001
6,76,309,61,37,52.898
4,47,462,70,18,63.71600000000001
6,127,580,102,15,88.897
12,115,531,130,37,89.35400000000001
3,116,140,33,22,34.774
12,66,584,112,32,86.088
10,79,322,119,12,59.484
3,10,346,38,37,45.719
12,112,596,94,39,91.129
3,58,129,56,43,32.424
10,45,265,69,50,47.80500000000001
9,48,499,120,23,75.114
8,121,409,101,50,75.14500000000001
5,46,296,50,49,48.013000000000005
13,72,83,82,38,33.087
10,85,198,92,19,44.979000000000006
4,54,381,53,31,55.684000000000005
9,12,196,118,34,41.38400000000001
15,75,269,100,25,53.194
4,78,569,76,26,79.85099999999998
6,67,229,109,35,49.776
14,46,423,129,33,70.01599999999999
6,84,152,85,48,42.397999999999996
15,68,103,98,34,36.427
3,92,323,55,39,55.356
13,70,343,120,47,65.126
4,110,526,77,43,81.37300000000002
12,59,124,117,21,38.157000000000004
12,99,142,96,28,42.717999999999996
5,120,486,65,43,77.02300000000001
10,122,450,102,37,78.165
3,42,503,61,50,69.825
13,40,588,53,15,73.873
15,30,136,67,32,31.084000000000003
9,92,397,46,24,60.415
9,28,91,102,45,31.864
15,53,146,83,17,35.057
3,90,116,122,14,39.952
13,75,90,52,18,27.862
13,13,81,102,37,28.522
13,76,444,122,27,73.90299999999999
3,105,247,54,27,47.63000000000001
6,54,101,35,34,25.601000000000003
9,35,115,26,11,21.174
5,49,167,35,23,30.288000000000004
14,119,266,26,46,50.784000000000006
15,72,342,42,48,55.416
11,24,398,79,25,57.217000000000006
11,110,433,45,39,67.974
3,103,312,42,30,52.760000000000005
11,24,564,17,43,68.06500000000001
6,13,272,42,30,38.550000000000004
9,95,136,64,23,36.623000000000005
13,62,539,52,26,72.655
7,103,168,42,25,37.981
9,22,313,48,34,45.261
13,118,584,58,32,85.19
6,14,75,46,28,19.051000000000002
10,39,426,80,15,60.635
14,100,417,118,42,75.31500000000001
14,29,164,90,19,35.14900000000001
6,130,105,92,42,43.183
4,123,190,78,41,48.836999999999996
8,122,210,11,42,42.51
14,65,83,110,34,35.528999999999996
8,99,339,89,26,61.107000000000006
4,27,174,60,34,32.912000000000006
12,121,181,50,44,45.133
4,77,194,62,14,38.612
15,11,363,39,30,47.929
10,110,141,115,20,45.23100000000001
9,68,148,90,34,39.392
14,123,134,120,19,46.92300000000001
12,63,447,52,31,63.98400000000001
14,29,586,38,42,73.74800000000002
6,19,216,116,50,45.59
7,52,474,114,21,71.85499999999999
3,71,479,60,38,69.20700000000001
5,72,102,66,40,32.443999999999996
4,36,534,93,45,75.915
13,105,279,15,29,46.93000000000001
7,20,283,121,31,50.952000000000005
8,113,260,36,32,48.576
4,59,103,122,19,35.728
13,122,57,24,17,26.222
11,35,363,46,44,52.92900000000001
5,25,324,27,16,41.488
15,42,74,110,47,33.589
4,90,408,32,14,57.834
9,54,331,28,39,48.786
13,88,77,24,35,26.44
9,89,473,101,13,73.584
13,87,457,76,20,69.679
10,126,584,128,18,93.282
10,95,101,29,42,30.889000000000003
11,124,228,83,13,50.739
3,27,316,124,23,54.175000000000004
3,25,164,119,42,40.202
9,128,387,10,27,59.258
15,16,132,106,13,31.865000000000002
12,36,258,81,24,44.70000000000001
4,39,485,88,29,68.76
3,105,563,94,15,83.318
7,123,492,88,28,79.362
13,64,168,118,44,46.138
14,55,290,95,34,53.326
5,41,296,43,30,44.26200000000001
11,122,551,20,44,78.629
9,78,414,23,13,56.208999999999996
9,123,542,121,50,91.50000000000001
10,53,375,44,44,55.879
4,42,535,120,22,77.485
4,98,133,23,29,31.602000000000004
15,52,142,91,17,35.577
9,27,68,117,14,27.686000000000003
12,45,521,20,18,63.66300000000001
12,46,319,103,27,55.23800000000001
3,52,164,119,18,40.478
3,111,442,21,24,63.374
5,18,379,56,21,50.59600000000001
13,84,157,115,43,46.838
14,23,405,98,33,61.5
12,10,141,22,49,25.172
13,97,74,14,37,26.119
7,60,221,24,43,38.147999999999996
10,33,71,35,19,18.71
7,107,194,58,40,44.936
11,47,341,18,33,47.15
7,39,556,31,26,68.434
6,10,430,40,22,52.94800000000001
11,43,212,114,44,47.446000000000005
11,78,184,53,34,39.558
5,90,431,20,33,60.94800000000001
4,58,567,113,47,84.638
13,70,221,116,20,49.071000000000005
7,63,384,27,42,55.230000000000004
14,90,92,50,47,33.085
12,24,226,118,25,45.005
8,108,496,15,30,68.864
10,75,246,66,37,47.428999999999995
13,30,414,57,28,57.205999999999996
15,49,383,82,44,61.61299999999999
8,95,213,78,15,45.178
7,70,94,18,24,23.439999999999998
15,25,293,53,20,43.11300000000001
10,57,549,112,38,82.043
6,49,201,44,15,34.03
11,94,350,120,33,66.771
13,110,185,78,26,45.849000000000004
10,64,109,50,18,27.974999999999998
10,111,90,119,23,41.073
7,15,115,22,24,19.701
15,23,383,38,50,53.590999999999994
11,129,271,81,28,57.187000000000005
14,28,466,50,35,62.239000000000004
6,102,486,61,20,71.768
4,102,430,37,47,66.025
10,40,211,92,25,41.786
6,28,219,40,50,37.057
10,124,505,92,19,80.50999999999999
13,12,71,64,15,19.838
4,130,393,105,33,72.71000000000001
3,110,195,102,25,48.96
13,39,412,128,32,67.754
14,106,518,94,50,84.04400000000001
14,73,306,32,11,46.102999999999994
5,112,167,10,20,33.989000000000004
10,106,265,87,27,54.484
13,46,146,32,47,31.005000000000003
8,84,510,34,15,68.179
15,117,101,87,50,42.382999999999996
5,120,436,94,46,76.10000000000001
7,74,204,26,23,35.93500000000001
11,66,64,88,20,28.930000000000003
3,49,456,15,41,58.839000000000006
6,119,331,113,11,63.774
5,72,451,122,43,75.33000000000001
8,25,553,56,45,72.108
13,32,347,39,33,48.926
13,28,97,100,43,32.332
10,36,304,17,30,41.56
6,116,386,43,35,62.737
9,126,65,47,16,30.005000000000003
15,81,345,28,12,50.659
9,30,136,23,50,26.965999999999998
4,10,438,129,11,63.837
15,103,416,102,29,72.025
15,124,89,44,39,35.083999999999996
5,43,90,106,43,33.425
12,20,126,35,17,22.699
14,101,557,49,42,80.60100000000001
3,10,307,91,19,46.528000000000006
13,15,159,102,23,34.966
9,37,139,66,11,29.030000000000005
8,114,220,128,12,54.232
6,63,102,83,48,34.652
6,42,527,52,32,69.207
13,90,415,50,17,62.048
14,21,429,101,42,65.153
10,41,359,59,12,51.013
7,64,446,118,31,72.12899999999999
5,46,334,58,24,49.916000000000004
12,12,312,73,16,45.378
5,52,146,75,21,33.477000000000004
12,21,405,43,39,54.651999999999994
10,12,393,129,34,62.80100000000001
5,15,303,96,34,49.318999999999996
12,80,566,18,45,75.22100000000002
14,109,95,62,35,35.724000000000004
9,20,281,65,41,44.839999999999996
3,120,573,101,20,87.573
11,113,237,105,36,55.969
7,94,448,121,12,73.94
15,27,598,53,33,75.697
12,130,322,81,40,63.972
4,10,466,27,34,56.142
10,10,193,113,28,39.575
13,60,80,92,12,29.598000000000003
13,109,269,94,21,55.702000000000005
10,31,589,93,38,80.59700000000001
14,51,254,96,49,51.141000000000005
15,54,437,111,13,67.728
11,101,594,32,21,79.359
7,65,173,47,13,33.3
14,56,511,102,27,75.84
9,117,461,95,39,77.934
3,40,189,114,25,41.794000000000004
13,16,407,116,34,63.25899999999999
4,63,309,92,25,53.812000000000005
10,104,191,69,31,44.914
15,122,564,35,27,80.229
3,17,172,59,23,30.021
14,14,136,80,30,30.590000000000003
3,127,540,114,39,89.003
11,130,397,104,11,70.996
10,125,378,123,14,71.234
13,77,397,70,20,61.679
8,10,348,100,32,53.836000000000006
6,27,485,58,43,65.31400000000001
12,23,164,102,29,37.023
13,114,463,13,11,64.156
14,91,146,20,43,34.279
9,117,407,84,33,70.33600000000001
8,50,321,126,43,60.437999999999995
8,40,586,30,42,73.44400000000002
4,107,164,80,44,44.971999999999994
13,123,86,115,43,44.191
12,83,520,113,18,80.06
15,30,86,98,22,28.874
8,122,101,128,49,47.544
12,102,535,104,23,83.204
4,55,370,55,24,54.11600000000001
12,78,185,129,39,50.224
5,110,594,59,17,82.897
14,66,216,26,50,40.062
3,16,251,79,13,39.294
14,50,432,97,29,66.753
13,54,540,111,33,80.33099999999999
3,16,372,85,38,55.27
7,40,302,36,47,46.045
10,46,574,62,43,77.38700000000001
5,19,411,24,16,49.18900000000001
6,78,119,102,21,37.366
11,102,473,81,27,74.338
11,80,271,15,15,41.376000000000005
6,98,440,89,35,72.08300000000001
12,117,170,37,17,38.655
9,64,144,74,48,38.11
13,67,540,54,23,73.239
12,90,234,103,26,51.638000000000005
8,58,185,102,13,40.94
6,107,227,115,21,53.32800000000001
9,125,366,97,17,66.909
7,94,401,86,39,67.85600000000001
13,102,183,96,46,49.43900000000001
13,48,257,94,28,48.247
15,129,165,108,47,52.611999999999995
15,49,190,29,26,33.088
13,65,538,100,34,80.094
13,85,289,36,18,47.04100000000001
15,61,219,42,12,37.433
13,105,118,101,26,41.492000000000004
3,13,394,62,21,52.13100000000001
12,123,411,38,41,66.678
